,id,name,supertype,subtypes,level,hp,types,evolvesFrom,abilities,attacks,weaknesses,resistances,retreatCost,convertedRetreatCost,set,number,artist,rarity,flavorText,nationalPokedexNumbers,legalities,images,tcgplayer,cardmarket,evolvesTo,rules,regulationMark,url,holofoil_price,reverse_holofoil_price
194,pop1-3,Rayquaza,Pokémon,['Basic'],,80,['Colorless'],,,"[{'name': 'Fly', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '10', 'text': ""Flip a coin. If tails, this attack does nothing. If heads, prevent all effects of an attack, including damage, done to Rayquaza during your opponent's next turn.""}, {'name': 'Dragon Claw', 'cost': ['Fire', 'Lightning'], 'convertedEnergyCost': 2, 'damage': '30', 'text': ''}]","[{'type': 'Colorless', 'value': '×2'}]",,['Colorless'],1.0,"{'id': 'pop1', 'name': 'POP Series 1', 'series': 'POP', 'printedTotal': 17, 'total': 17, 'legalities': {'unlimited': 'Legal'}, 'releaseDate': '2004/09/01', 'updatedAt': '2018/03/04 10:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/pop1/symbol.png', 'logo': 'https://images.pokemontcg.io/pop1/logo.png'}}",3,Katsura Tabata,Rare,,[384],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/pop1/3.png', 'large': 'https://images.pokemontcg.io/pop1/3_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/pop1-3', 'updatedAt': '2024/12/09', 'prices': {'normal': {'low': 5.18, 'mid': 7.9, 'high': 10.53, 'market': 10.36, 'directLow': None}, 'holofoil': {'low': 5.99, 'mid': 13.84, 'high': 39.99, 'market': 14.65, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/pop1-3', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 21.84, 'lowPrice': 5.0, 'trendPrice': 27.87, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 11.95, 'lowPriceExPlus': 18.62, 'avg1': 16.49, 'avg7': 31.18, 'avg30': 23.39, 'reverseHoloAvg1': 9.0, 'reverseHoloAvg7': 23.17, 'reverseHoloAvg30': 11.27}}",,,,https://prices.pokemontcg.io/tcgplayer/pop1-3,14.65,
195,xy4-3,Yanma,Pokémon,['Basic'],,70,['Grass'],,,"[{'name': 'Air Slash', 'cost': ['Colorless', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '30', 'text': 'Discard an Energy attached to this Pokémon.'}]","[{'type': 'Lightning', 'value': '×2'}]","[{'type': 'Fighting', 'value': '-20'}]",['Colorless'],1.0,"{'id': 'xy4', 'name': 'Phantom Forces', 'series': 'XY', 'printedTotal': 119, 'total': 124, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'PHF', 'releaseDate': '2014/11/05', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/xy4/symbol.png', 'logo': 'https://images.pokemontcg.io/xy4/logo.png'}}",3,Shin Nagasawa,Common,Its eyes can see 360 degrees without moving its head. It won't miss prey—even those behind it.,[193],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/xy4/3.png', 'large': 'https://images.pokemontcg.io/xy4/3_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/xy4-3', 'updatedAt': '2024/12/09', 'prices': {'normal': {'low': 0.02, 'mid': 0.17, 'high': 1.29, 'market': 0.1, 'directLow': None}, 'reverseHolofoil': {'low': 0.15, 'mid': 0.35, 'high': 2.95, 'market': 0.38, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/xy4-3', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 0.04, 'lowPrice': 0.02, 'trendPrice': 0.05, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.1, 'reverseHoloTrend': 0.38, 'lowPriceExPlus': 0.02, 'avg1': 0.03, 'avg7': 0.07, 'avg30': 0.09, 'reverseHoloAvg1': 0.2, 'reverseHoloAvg7': 0.35, 'reverseHoloAvg30': 0.35}}",['Yanmega'],,,,,
196,bw11-3,Shuckle,Pokémon,['Basic'],,80,['Grass'],,,"[{'name': 'Share', 'cost': ['Grass'], 'convertedEnergyCost': 1, 'damage': '', 'text': 'Heal 40 damage from 1 of your Benched Pokémon.'}, {'name': 'Double Stab', 'cost': ['Grass', 'Grass', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '40×', 'text': 'Flip 2 coins. This attack does 40 damage times the number of heads.'}]","[{'type': 'Fire', 'value': '×2'}]",,['Colorless'],1.0,"{'id': 'bw11', 'name': 'Legendary Treasures', 'series': 'Black & White', 'printedTotal': 113, 'total': 140, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'LTR', 'releaseDate': '2013/11/06', 'updatedAt': '2018/03/04 10:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/bw11/symbol.png', 'logo': 'https://images.pokemontcg.io/bw11/logo.png'}}",3,MAHOU,Uncommon,"The berries stored in its vaselike shell eventually become a thick, pulpy juice.",[213],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/bw11/3.png', 'large': 'https://images.pokemontcg.io/bw11/3_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/bw11-3', 'updatedAt': '2024/12/09', 'prices': {'normal': {'low': 0.46, 'mid': 0.89, 'high': 8.3, 'market': 1.17, 'directLow': None}, 'reverseHolofoil': {'low': 5.39, 'mid': 8.92, 'high': 11.99, 'market': 10.18, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/bw11-3', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 0.49, 'lowPrice': 0.3, 'trendPrice': 0.52, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 3.95, 'reverseHoloTrend': 6.08, 'lowPriceExPlus': 0.3, 'avg1': 0.43, 'avg7': 0.49, 'avg30': 0.45, 'reverseHoloAvg1': 8.09, 'reverseHoloAvg7': 4.93, 'reverseHoloAvg30': 2.76}}",,,,https://prices.pokemontcg.io/tcgplayer/bw11-3,,10.18
197,pop7-4,Latios,Pokémon,['Basic'],47,90,['Colorless'],,,"[{'name': 'Energy Draw', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '10', 'text': 'Flip a coin. If heads, search your deck for a basic Energy card and attach it to Latios. Shuffle your deck afterward.'}, {'name': 'Luster Purge', 'cost': ['Grass', 'Lightning', 'Colorless', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '120', 'text': 'Discard 3 Energy attached to Latios.'}]","[{'type': 'Colorless', 'value': '+20'}]","[{'type': 'Fighting', 'value': '-20'}]","['Colorless', 'Colorless']",2.0,"{'id': 'pop7', 'name': 'POP Series 7', 'series': 'POP', 'printedTotal': 17, 'total': 17, 'legalities': {'unlimited': 'Legal'}, 'releaseDate': '2008/03/01', 'updatedAt': '2018/03/04 10:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/pop7/symbol.png', 'logo': 'https://images.pokemontcg.io/pop7/logo.png'}}",4,Daisuke Ito,Rare,"A highly intelligent Pokémon. By folding back its wings in flight, it can overtake jet planes.",[381],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/pop7/4.png', 'large': 'https://images.pokemontcg.io/pop7/4_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/pop7-4', 'updatedAt': '2024/12/09', 'prices': {'normal': {'low': 2.0, 'mid': 4.62, 'high': 8.74, 'market': 7.09, 'directLow': None}, 'holofoil': {'low': 2.0, 'mid': 5.39, 'high': 9.89, 'market': 6.15, 'directLow': 2.37}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/pop7-4', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 5.4, 'lowPrice': 0.4, 'trendPrice': 7.56, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 8.0, 'reverseHoloTrend': 5.95, 'lowPriceExPlus': 2.48, 'avg1': 7.99, 'avg7': 10.32, 'avg30': 5.7, 'reverseHoloAvg1': 7.0, 'reverseHoloAvg7': 5.79, 'reverseHoloAvg30': 3.6}}",,,,,,
198,xy1-1,Venusaur-EX,Pokémon,"['Basic', 'EX']",,180,['Grass'],,,"[{'name': 'Poison Powder', 'cost': ['Grass', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '60', 'text': ""Your opponent's Active Pokémon is now Poisoned.""}, {'name': 'Jungle Hammer', 'cost': ['Grass', 'Grass', 'Colorless', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '90', 'text': 'Heal 30 damage from this Pokémon.'}]","[{'type': 'Fire', 'value': '×2'}]",,"['Colorless', 'Colorless', 'Colorless', 'Colorless']",4.0,"{'id': 'xy1', 'name': 'XY', 'series': 'XY', 'printedTotal': 146, 'total': 146, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'XY', 'releaseDate': '2014/02/05', 'updatedAt': '2018/03/04 10:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/xy1/symbol.png', 'logo': 'https://images.pokemontcg.io/xy1/logo.png'}}",1,Eske Yoshinob,Rare Holo EX,,[3],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/xy1/1.png', 'large': 'https://images.pokemontcg.io/xy1/1_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/xy1-1', 'updatedAt': '2024/12/09', 'prices': {'holofoil': {'low': 1.99, 'mid': 3.25, 'high': 12.95, 'market': 3.35, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/xy1-1', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 4.46, 'lowPrice': 2.0, 'trendPrice': 8.25, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 4.37, 'lowPriceExPlus': 3.5, 'avg1': 3.5, 'avg7': 4.36, 'avg30': 8.5, 'reverseHoloAvg1': 3.99, 'reverseHoloAvg7': 4.56, 'reverseHoloAvg30': 4.47}}",['M Venusaur-EX'],"['Pokémon-EX rule: When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.']",,,,
199,neo3-1,Ampharos,Pokémon,['Stage 2'],46,90,['Lightning'],Flaaffy,,"[{'name': 'Attract Current', 'cost': ['Lightning'], 'convertedEnergyCost': 1, 'damage': '20', 'text': 'Flip 3 coins. For each heads, you may search your deck for a Lightning Energy card and attach it to 1 of your Lightning Pokémon. Shuffle your deck afterward.'}, {'name': 'Gigavolt', 'cost': ['Lightning', 'Lightning', 'Lightning', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '40+', 'text': 'Flip a coin. If heads, this attack does 40 damage plus 20 more damage. If tails, this attack does 40 damage and the Defending Pokémon is now Paralyzed.'}]","[{'type': 'Fighting', 'value': '×2'}]",,"['Colorless', 'Colorless', 'Colorless']",3.0,"{'id': 'neo3', 'name': 'Neo Revelation', 'series': 'Neo', 'printedTotal': 64, 'total': 66, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'N3', 'releaseDate': '2001/09/21', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/neo3/symbol.png', 'logo': 'https://images.pokemontcg.io/neo3/logo.png'}}",1,Toshinao Aoki,Rare Holo,The bright light on its tail can be seen far away. It has been treasured since ancient times as a beacon.,[181],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/neo3/1.png', 'large': 'https://images.pokemontcg.io/neo3/1_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/neo3-1', 'updatedAt': '2024/12/09', 'prices': {'1stEditionHolofoil': {'low': 50.96, 'mid': 68.0, 'high': 154.33, 'market': 65.25, 'directLow': None}, 'unlimitedHolofoil': {'low': 23.45, 'mid': 28.99, 'high': 44.5, 'market': 35.78, 'directLow': 27.77}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/neo3-1', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 24.64, 'lowPrice': 3.9, 'trendPrice': 30.51, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 16.0, 'lowPriceExPlus': 17.0, 'avg1': 59.99, 'avg7': 32.18, 'avg30': 24.43, 'reverseHoloAvg1': 24.19, 'reverseHoloAvg7': 18.31, 'reverseHoloAvg30': 14.84}}",,,,,,
200,bw5-2,Ivysaur,Pokémon,['Stage 1'],,90,['Grass'],Bulbasaur,,"[{'name': 'Sleep Powder', 'cost': ['Grass', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '20', 'text': 'The Defending Pokémon is now Asleep.'}, {'name': 'Poison Powder', 'cost': ['Grass', 'Grass', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '50', 'text': 'The Defending Pokémon is now Poisoned.'}]","[{'type': 'Fire', 'value': '×2'}]","[{'type': 'Water', 'value': '-20'}]","['Colorless', 'Colorless', 'Colorless']",3.0,"{'id': 'bw5', 'name': 'Dark Explorers', 'series': 'Black & White', 'printedTotal': 108, 'total': 111, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'DEX', 'releaseDate': '2012/05/09', 'updatedAt': '2018/03/04 10:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/bw5/symbol.png', 'logo': 'https://images.pokemontcg.io/bw5/logo.png'}}",2,sui,Uncommon,"When the bud on its back starts swelling, a sweet aroma wafts to indicate the flower's coming bloom.",[2],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/bw5/2.png', 'large': 'https://images.pokemontcg.io/bw5/2_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/bw5-2', 'updatedAt': '2024/12/09', 'prices': {'normal': {'low': 5.0, 'mid': 8.41, 'high': 19.49, 'market': 7.87, 'directLow': 8.79}, 'reverseHolofoil': {'low': 12.22, 'mid': 20.0, 'high': 23.99, 'market': 11.52, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/bw5-2', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 3.09, 'lowPrice': 0.39, 'trendPrice': 3.05, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 1.79, 'reverseHoloTrend': 11.06, 'lowPriceExPlus': 0.5, 'avg1': 3.99, 'avg7': 2.8, 'avg30': 2.44, 'reverseHoloAvg1': 3.5, 'reverseHoloAvg7': 12.65, 'reverseHoloAvg30': 6.72}}",['Venusaur'],,,https://prices.pokemontcg.io/tcgplayer/bw5-2,,11.52
201,sm2-2,Weepinbell,Pokémon,['Stage 1'],,80,['Grass'],Bellsprout,,"[{'name': 'Muddy Acid', 'cost': ['Grass', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '40', 'text': ""Flip a coin. If heads, discard an Energy from your opponent's Active Pokémon.""}]","[{'type': 'Fire', 'value': '×2'}]",,"['Colorless', 'Colorless']",2.0,"{'id': 'sm2', 'name': 'Guardians Rising', 'series': 'Sun & Moon', 'printedTotal': 145, 'total': 180, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'GRI', 'releaseDate': '2017/05/05', 'updatedAt': '2022/10/11 21:39:00', 'images': {'symbol': 'https://images.pokemontcg.io/sm2/symbol.png', 'logo': 'https://images.pokemontcg.io/sm2/logo.png'}}",2,Mina Nakai,Uncommon,The leafy parts act as cutters for slashing foes. It spits a fluid that dissolves everything.,[70],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/sm2/2.png', 'large': 'https://images.pokemontcg.io/sm2/2_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sm2-2', 'updatedAt': '2024/12/09', 'prices': {'normal': {'low': 0.03, 'mid': 0.15, 'high': 4.6, 'market': 0.1, 'directLow': None}, 'reverseHolofoil': {'low': 0.1, 'mid': 0.3, 'high': 5.01, 'market': 0.31, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/sm2-2', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 0.08, 'lowPrice': 0.02, 'trendPrice': 0.08, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.28, 'reverseHoloLow': 0.05, 'reverseHoloTrend': 0.25, 'lowPriceExPlus': 0.02, 'avg1': 0.02, 'avg7': 0.08, 'avg30': 0.1, 'reverseHoloAvg1': 0.19, 'reverseHoloAvg7': 0.3, 'reverseHoloAvg30': 0.33}}",['Victreebel'],,,,,
202,bw7-2,Gloom,Pokémon,['Stage 1'],,80,['Grass'],Oddish,,"[{'name': 'Foul Odor', 'cost': ['Colorless', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '', 'text': 'Both this Pokémon and the Defending Pokémon are now Confused.'}, {'name': 'Poison Powder', 'cost': ['Grass', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '40', 'text': 'The Defending Pokémon is now Poisoned.'}]","[{'type': 'Fire', 'value': '×2'}]","[{'type': 'Water', 'value': '-20'}]",['Colorless'],1.0,"{'id': 'bw7', 'name': 'Boundaries Crossed', 'series': 'Black & White', 'printedTotal': 149, 'total': 153, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'BCR', 'releaseDate': '2012/11/07', 'updatedAt': '2018/03/04 10:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/bw7/symbol.png', 'logo': 'https://images.pokemontcg.io/bw7/logo.png'}}",2,Atsuko Nishida,Uncommon,"The honey it drools from its mouth smells so atrocious, it can curl noses more than a mile away.",[44],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/bw7/2.png', 'large': 'https://images.pokemontcg.io/bw7/2_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/bw7-2', 'updatedAt': '2024/12/09', 'prices': {'normal': {'low': 0.1, 'mid': 0.28, 'high': 6.14, 'market': 0.3, 'directLow': None}, 'reverseHolofoil': {'low': 0.89, 'mid': 1.74, 'high': 4.39, 'market': 2.68, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/bw7-2', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 0.28, 'lowPrice': 0.02, 'trendPrice': 0.31, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.02, 'reverseHoloTrend': 0.72, 'lowPriceExPlus': 0.02, 'avg1': 0.09, 'avg7': 0.29, 'avg30': 0.22, 'reverseHoloAvg1': 0.02, 'reverseHoloAvg7': 0.49, 'reverseHoloAvg30': 0.59}}","['Vileplume', 'Bellossom']",,,,,
203,dv1-4,Dragonair,Pokémon,['Stage 1'],,70,['Dragon'],Dratini,,"[{'name': 'Healing Melody', 'cost': ['Grass'], 'convertedEnergyCost': 1, 'damage': '', 'text': 'Heal 10 damage from each of your Pokémon.'}, {'name': 'Slam', 'cost': ['Lightning', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '30×', 'text': 'Flip 2 coins. This attack does 30 damage times the number of heads.'}]","[{'type': 'Dragon', 'value': '×2'}]",,"['Colorless', 'Colorless']",2.0,"{'id': 'dv1', 'name': 'Dragon Vault', 'series': 'Black & White', 'printedTotal': 20, 'total': 21, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'DRV', 'releaseDate': '2012/10/05', 'updatedAt': '2019/01/28 16:44:00', 'images': {'symbol': 'https://images.pokemontcg.io/dv1/symbol.png', 'logo': 'https://images.pokemontcg.io/dv1/logo.png'}}",4,Kagemaru Himeno,Rare Holo,"If its body takes on an aura, the weather changes instantly. It is said to live in seas and lakes.",[148],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/dv1/4.png', 'large': 'https://images.pokemontcg.io/dv1/4_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/dv1-4', 'updatedAt': '2024/12/09', 'prices': {'holofoil': {'low': 2.56, 'mid': 4.99, 'high': 14.95, 'market': 4.99, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/dv1-4', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 3.48, 'lowPrice': 0.3, 'trendPrice': 3.0, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 1.3, 'reverseHoloTrend': 5.12, 'lowPriceExPlus': 0.79, 'avg1': 3.25, 'avg7': 3.09, 'avg30': 3.89, 'reverseHoloAvg1': 3.99, 'reverseHoloAvg7': 4.57, 'reverseHoloAvg30': 3.1}}",['Dragonite'],,,,,
204,dp1-2,Dusknoir,Pokémon,['Stage 2'],42,120,['Psychic'],Dusclops,"[{'name': 'Dark Palm', 'text': ""Once during your turn (before your attack), if your opponent has 4 or more Benched Pokémon, you may choose 1 of them and shuffle that Pokémon and all cards attached to it into his or her deck. This power can't be used if Dusknoir if affected by a Special Condition."", 'type': 'Poké-Power'}]","[{'name': 'Hard Feelings', 'cost': ['Psychic', 'Psychic', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '', 'text': 'Put 5 damage counters on the Defending Pokémon. Then, count the number of Prize cards your opponent has taken and put that many damage counters on the Defending Pokémon.'}]","[{'type': 'Darkness', 'value': '+30'}]","[{'type': 'Colorless', 'value': '-20'}]","['Colorless', 'Colorless', 'Colorless']",3.0,"{'id': 'dp1', 'name': 'Diamond & Pearl', 'series': 'Diamond & Pearl', 'printedTotal': 130, 'total': 130, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'DP', 'releaseDate': '2007/05/01', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/dp1/symbol.png', 'logo': 'https://images.pokemontcg.io/dp1/logo.png'}}",2,Takabon,Rare Holo,The antenna on its head captures radio waves from the world of spirits that command it to take people there.,[477],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/dp1/2.png', 'large': 'https://images.pokemontcg.io/dp1/2_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/dp1-2', 'updatedAt': '2024/12/09', 'prices': {'holofoil': {'low': 1.8, 'mid': 7.92, 'high': 10.11, 'market': 8.63, 'directLow': None}, 'reverseHolofoil': {'low': 2.0, 'mid': 5.54, 'high': 10.97, 'market': 6.41, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/dp1-2', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 3.88, 'lowPrice': 0.39, 'trendPrice': 3.1, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 1.99, 'reverseHoloLow': 0.39, 'reverseHoloTrend': 2.0, 'lowPriceExPlus': 1.69, 'avg1': 1.25, 'avg7': 2.73, 'avg30': 3.03, 'reverseHoloAvg1': 2.49, 'reverseHoloAvg7': 2.84, 'reverseHoloAvg30': 3.02}}",,,,,,
205,dp3-4,Entei,Pokémon,['Basic'],43,80,['Fire'],,"[{'name': 'Burning Coat', 'text': ""Whenever 1 of your opponent's Pokémon is Knocked Out by damage from Entei's attacks, discard the top 3 cards from your opponent's deck."", 'type': 'Poké-Body'}]","[{'name': 'Blaze Roar', 'cost': ['Fire', 'Fire', 'Fire'], 'convertedEnergyCost': 3, 'damage': '60', 'text': ""Does 20 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.) Flip a coin. If tails, discard 2 Fire Energy attached to Entei.""}]","[{'type': 'Water', 'value': '+20'}]",,"['Colorless', 'Colorless']",2.0,"{'id': 'dp3', 'name': 'Secret Wonders', 'series': 'Diamond & Pearl', 'printedTotal': 132, 'total': 132, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'SW', 'releaseDate': '2007/11/01', 'updatedAt': '2018/03/04 10:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/dp3/symbol.png', 'logo': 'https://images.pokemontcg.io/dp3/logo.png'}}",4,Ryo Ueda,Rare Holo,"It is said that when it roars, a volcano erupts somewhere around the globe.",[244],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/dp3/4.png', 'large': 'https://images.pokemontcg.io/dp3/4_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/dp3-4', 'updatedAt': '2024/12/09', 'prices': {'holofoil': {'low': 8.71, 'mid': 12.27, 'high': 29.47, 'market': 12.56, 'directLow': None}, 'reverseHolofoil': {'low': 4.91, 'mid': 8.85, 'high': 29.97, 'market': 12.18, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/dp3-4', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 2.92, 'lowPrice': 0.5, 'trendPrice': 2.32, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 3.27, 'reverseHoloLow': 1.0, 'reverseHoloTrend': 1.42, 'lowPriceExPlus': 2.0, 'avg1': 2.25, 'avg7': 3.36, 'avg30': 4.03, 'reverseHoloAvg1': 5.9, 'reverseHoloAvg7': 2.72, 'reverseHoloAvg30': 3.93}}",,,,https://prices.pokemontcg.io/tcgplayer/dp3-4,12.56,12.18
